,,,,,,,SITUAZIONE ARTICOLI PER NEGOZIO,,,,,46140.0,Pagina,1.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Situazione Articoli,,in ordine di,"fornitore, reparto, categoria, tipologia, articolo",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Stagione  da:,26g,2026 EST.CONTINUATIVO,,a:,26g 2026 EST.CONTINU,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORNITORE,,:, AERRE GROUP SRL,,Pagamento :                          ,,,Tel : 08118331163    ,,Fax :                ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REPARTO,,:, SCARPE DONNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORIA,,:,ST  STIVALE TACCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TIPOLOGIA ,:,T10   TACCO/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTICOLO,,NEG,GIAC,CON,VEN,%VEN,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42,,,,,,,,,,,,,V. Gia,V. Con.,V. Ven,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/2020NE  ,,BIKER FIBBIA T10, NERO,AR ,7.0,47.0,39.0,3.4482758620689653,%,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,385.82659574468084,2590.55,6393.59971,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AU ,12.0,30.0,22.0,1.945181255526083,%,1.0,2.0,3.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,652.32,1630.8,3314.150130000001,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BO ,11.0,48.0,55.0,4.862953138815207,%,1.0,1.0,3.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,615.3583333333333,2685.2,8597.052568,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BS ,15.0,65.0,49.0,4.332449160035367,%,,3.0,6.0,1.0,2.0,3.0,,,,,,,,,,,,,,830.4346153846154,3598.55,7653.960603999997,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CA ,11.0,26.0,8.0,0.7073386383731212,%,,2.0,3.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,590.0019230769232,1394.55,1120.999928,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CO ,3.0,36.0,23.0,2.033598585322723,%,,1.0,4.0,,-1.0,,,-1.0,,,,,,,,,,,,157.90833333333336,1894.9,3557.3028399999994,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EU ,12.0,172.0,147.0,12.9973474801061,%,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,,,,631.9953488372093,9058.6,23423.038030000003,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LN ,10.0,12.0,12.0,1.0610079575596818,%,,2.0,2.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,586.5,703.8,2369.658948,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
