,,,,,,,SITUAZIONE ARTICOLI PER NEGOZIO,,,,,46140.0,Pagina,1.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Situazione Articoli,,in ordine di,"fornitore, reparto, categoria, tipologia, articolo",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Stagione  da:,26e,2026 ESTATE,,a:,26e 2026 ESTATE,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORNITORE,,:, 3F EX (NEW) VENI SHOES,,Pagamento :                          ,,,Tel : 0818132855     ,,Fax :                ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REPARTO,,:, SCARPE DONNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORIA,,:,MC  MOCASSINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TIPOLOGIA ,:,T10   TACCO/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTICOLO,,NEG,GIAC,CON,VEN,%VEN,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42,,,,,,,,,,,,,V. Gia,V. Con.,V. Ven,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68/1043ABBL,,T1 MASCHERINA CUCI GROSSE SFOD, BLU,AR ,4.0,6.0,2.0,4.761904761904762,%,,1.0,2.0,1.0,,,,,,,,,,,,,,,,164.0,246.0,238.00003999999993,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BO ,4.0,4.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,164.0,164.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BS ,5.0,6.0,2.0,4.761904761904762,%,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,205.0,246.0,238.00003999999993,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CO ,2.0,6.0,1.0,2.380952380952381,%,,1.0,1.0,,,,,,,,,,,,,,,,,82.0,246.0,119.00001999999996,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EU ,7.0,6.0,-1.0,-2.380952380952381,%,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,287.0,246.0,-119.00001999999996,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,M4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,OR ,3.0,4.0,1.0,2.380952380952381,%,1.0,1.0,,1.0,,,,,,,,,,,,,,,,123.0,164.0,119.00001999999996,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RM ,6.0,6.0,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,246.0,246.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SPW,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VR ,2.0,4.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,82.0,164.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WEB,1.0,,2.0,4.761904761904762,%,,,,,1.0,,,,,,,,,,,,,,,,,238.00003999999993,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,XX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
